縣市,行政區,建物類別名稱,交易季,交易量(棟),成交行情(萬/坪),市場開價(萬/坪),銷售天期(天),買賣議價率(%)
新北市,淡水區,公寓,2024Q4,63,21.53,28.04,100,19.6%
桃園市,蘆竹區,住宅大樓,2025Q4,81,31.52,35.61,125,11.6%
新北市,三重區,公寓,2024Q4,173,45.19,59.51,100,15.6%
新北市,五股區,透天厝,2024Q3,5,74.53,75.84,114,13.7%
臺南市,新營區,公寓,2025Q4,6,10.91,15.22,168,23.4%
高雄市,小港區,透天厝,2024Q4,83,30.08,36.26,144,17%
高雄市,三民區,透天厝,2024Q3,104,35.63,52.72,122,17.3%
臺中市,太平區,公寓,2024Q1,18,20.1,25.74,115,9.8%
高雄市,岡山區,透天厝,2025Q4,18,29.4,41.82,176,19%
新北市,林口區,公寓,2024Q4,18,27.4,39.48,77,13.3%
臺北市,大安區,公寓,2024Q3,76,91.54,106.38,81,9.7%
新北市,泰山區,透天厝,2024Q3,7,63.47,101.71,116,27.6%
桃園市,平鎮區,住宅大樓,2025Q1,139,27.39,30.02,108,12.3%
臺南市,安平區,透天厝,2025Q4,12,30.82,41.04,172,15.5%
新北市,林口區,透天厝,2025Q3,8,42.27,53.6,178,14%
新北市,板橋區,透天厝,2025Q2,22,75.38,100.57,143,20.8%
新北市,新店區,公寓,2025Q3,76,39.6,46.42,125,14.7%
臺中市,中區,住宅大樓,2025Q1,44,23.52,33.55,99,17.9%
臺北市,大同區,公寓,2025Q3,21,65.36,77.08,79,21.4%
桃園市,蘆竹區,透天厝,2024Q1,58,24.83,40.57,124,14.1%
新北市,淡水區,透天厝,2025Q3,20,28.43,47.21,176,17.5%
高雄市,鳳山區,住宅大樓,2025Q1,328,29.32,30.9,101,10.9%
臺中市,神岡區,透天厝,2025Q1,26,35.6,37.87,155,13.8%
臺中市,北屯區,住宅大樓,2024Q1,937,37.25,39.85,96,8.4%
臺南市,仁德區,透天厝,2024Q1,68,27.65,37.39,136,14.7%
臺中市,大里區,透天厝,2025Q3,64,32.17,43.78,135,21%
新北市,新莊區,公寓,2024Q3,166,39.55,47.83,79,13.7%
臺北市,萬華區,透天厝,2024Q2,15,108.03,127.4,97,11.6%
臺中市,潭子區,住宅大樓,2024Q4,62,31.56,35.41,69,10.3%
臺北市,文山區,透天厝,2025Q3,7,58.16,99.97,121,15.9%
臺中市,南屯區,透天厝,2025Q1,62,59.44,62.8,142,12.1%
臺南市,佳里區,住宅大樓,2025Q4,15,20.38,23.66,81,15.1%
新北市,林口區,住宅大樓,2025Q2,171,47.51,53.02,121,12.5%
高雄市,左營區,公寓,2024Q1,17,19.36,25.38,125,17.2%
高雄市,岡山區,公寓,2025Q4,1,16.53,26,NULL,NULL
臺南市,北區,透天厝,2025Q3,36,27.76,42.6,130,16.1%
臺南市,東區,公寓,2024Q3,38,18.72,24.58,92,12.9%
新北市,樹林區,公寓,2024Q3,50,32.4,37.96,72,13.3%
新北市,三峽區,公寓,2024Q3,24,26.68,34.07,92,13.2%
臺北市,文山區,公寓,2024Q2,147,49.82,58.47,85,12.5%
新北市,新店區,住宅大樓,2025Q1,276,60.21,63.62,96,10.6%
高雄市,左營區,透天厝,2024Q1,54,41.93,57.85,114,13.8%
桃園市,八德區,住宅大樓,2024Q3,293,36.41,34.75,64,8.4%
新北市,新店區,住宅大樓,2024Q4,282,58.83,63.44,88,10.6%
臺北市,文山區,公寓,2025Q2,90,49.85,61.42,112,14.4%
桃園市,大園區,住宅大樓,2024Q1,405,33.38,36.55,99,8.5%
臺南市,安平區,住宅大樓,2024Q3,181,28.13,33.21,74,11.4%
新北市,三重區,公寓,2025Q4,68,43.53,56.98,128,18.2%
桃園市,蘆竹區,住宅大樓,2025Q1,204,32.81,36.28,104,12.4%
高雄市,小港區,透天厝,2025Q1,71,28.93,34.66,122,14.2%
臺中市,潭子區,住宅大樓,2025Q1,75,31.53,35.16,106,10.9%
臺南市,新化區,透天厝,2025Q1,10,21.95,35.44,88,14.8%
桃園市,中壢區,公寓,2025Q4,35,20.93,27.91,163,24.5%
臺南市,北區,住宅大樓,2025Q2,89,29.48,34.79,111,11.2%
臺中市,東區,住宅大樓,2025Q4,17,33.98,38.53,130,10.2%
